header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/mcf_17520000000_0.126350/simulator_err.txt
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_19,870841
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_20,533895
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_21,334052
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_22,191714
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_23,98250
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_24,44766
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_25,21346
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_26,11119
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_27,6018
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_28,3242
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_29,1759
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_30,985
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_31,503
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_0_1,37361623
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_1_2,8245970
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_overflow,2681987
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_sampled,45607593
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_sum,10927957
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.issue_num_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_0_0,314
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_0_1,957
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_1_0,554
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_1_1,1947
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_2_0,1281
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_2_1,3182
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_3_0,3503
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_3_1,4358
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_4_0,7547
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_4_1,6924
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_5_0,15732
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_5_1,12275
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_6_0,28175
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_6_1,21434
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_7_0,37906
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_7_1,35193
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_8_0,50293
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_8_1,47188
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_9_0,63688
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_9_1,67831
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_10_0,80779
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_10_1,106744
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_11_0,141220
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_11_1,166695
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_12_0,253396
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_12_1,329449
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_13_0,373171
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_13_1,576287
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_14_0,549782
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_14_1,833630
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_15_0,403600
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_15_1,681735
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_16_0,404181
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_16_1,343919
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_17_0,610471
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_17_1,303101
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_18_0,549434
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_18_1,220727
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_19_0,301641
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_19_1,104797
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_20_0,224157
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_20_1,55935
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_21_0,144110
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_21_1,37570
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_22_0,92887
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_22_1,27262
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_23_0,55933
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_23_1,23647
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_24_0,31421
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_24_1,17952
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_25_0,17345
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_25_1,9569
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_26_0,9830
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_26_1,6022
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_27_0,5326
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_27_1,4553
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_28_0,2595
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_28_1,3159
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_29_0,1373
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_29_1,2398
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_30_0,664
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_30_1,1358
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_31_0,271
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.num_wakeup_31_1,890
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.oldestSelection.oldest_override_0,1249016
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.oldestSelection.oldest_override_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.oldestSelection.oldest_same_as_selected_0,123739
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.oldestSelection.oldest_same_as_selected_1,1112050
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.redirect_num,353172
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_0,714
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_1,1776
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_2,3461
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_3,6021
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_4,10796
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_5,23258
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_6,46035
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_7,67696
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_8,83966
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_9,104355
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_10,158039
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_11,290256
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_12,575841
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_13,1001479
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_14,1680989
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_15,1624871
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_16,907164
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_17,1184742
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_18,1173602
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_19,904586
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_20,554933
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_21,349510
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_22,199653
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_23,100942
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_24,45411
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_25,21528
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_26,11173
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_27,6033
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_28,3247
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_29,1764
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_30,987
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.select_31,505
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_0_0,1422045
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_0_1,556949
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_1_0,683299
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_1_1,363853
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_2_0,1209204
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_2_1,149477
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_3_0,591599
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_3_1,100836
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_4_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_5_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_6_0,632787
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_6_1,83829
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_7_0,191596
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.source_bypass_7_1,17309
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.srcState_ready_0,49917383
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.srcState_ready_1,62114356
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.blocked_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_0_1,39063357
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_1_2,4518701
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_2_3,847642
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_3_4,860514
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_4_5,140586
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_5_6,93484
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_6_7,36961
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_7_8,38483
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_8_9,6519
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_9_10,1119
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_10_11,174
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_11_12,45
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_12_13,6
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_13_14,2
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_14_15,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_15_16,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_16_17,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_17_18,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_18_19,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_19_20,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_20_21,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_21_22,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_22_23,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_23_24,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_24_25,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_25_26,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_26_27,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_27_28,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_28_29,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_29_30,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_30_31,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_31_32,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_overflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_sampled,45607593
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_sum,10380994
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.can_issue_entries_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_0_0,1065195
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_0_1,167894
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_1_0,244596
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_1_1,62680
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_2_0,594168
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_2_1,865131
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_3_0,134042
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_3_1,487883
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_4_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_5_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_6_0,375168
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_6_1,359634
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_7_0,108053
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_7_1,107335
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_8_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_8_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_9_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_9_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_10_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_10_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_11_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_11_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_12_0,7455
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_12_1,5101
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_13_0,31891
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_13_1,27653
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_14_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_14_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_15_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.critical_wakeup_15_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.not_selected_entries,1811223
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.replayed_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.scheduled_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_0_1,3240038
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_1_2,3165720
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_2_3,3439879
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_3_4,3776740
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_4_5,3514813
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_5_6,3563851
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_6_7,3895591
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_7_8,4050572
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_8_9,3529353
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_9_10,2014300
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_10_11,1070016
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_11_12,656636
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_12_13,394529
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_13_14,274357
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_14_15,260082
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_15_16,234591
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_16_17,262715
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_17_18,242546
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_18_19,306669
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_19_20,273687
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_20_21,324070
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_21_22,216304
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_22_23,496636
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_23_24,273717
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_24_25,763636
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_25_26,393361
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_26_27,1044508
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_27_28,540861
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_28_29,1145768
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_29_30,542656
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_30_31,783001
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_31_32,916390
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_mean,8
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_overflow,538015
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_sampled,45607593
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_sum,402197928
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.valid_entries_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wait_for_src_0,139425367
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wait_for_src_1,107604910
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_0_0,1067007
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_0_1,168940
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_1_0,245749
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_1_1,62682
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_2_0,616671
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_2_1,868747
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_3_0,140993
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_3_1,487907
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_4_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_5_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_6_0,520423
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_6_1,898974
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_7_0,168308
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_7_1,285767
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_8_0,1243527
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_8_1,731451
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_9_0,479469
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_9_1,522645
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_10_0,1126801
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_10_1,873679
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_11_0,327403
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_11_1,471299
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_12_0,524074
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_12_1,879700
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_13_0,213488
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_13_1,332171
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_14_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_14_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_15_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs.aluRS_0.statusArray.wakeup_15_1,0
