header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/mcf_191500000000_0.105600/simulator_err.txt
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_21_22,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_22_23,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_23_24,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_24_25,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_25_26,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_26_27,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_27_28,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_28_29,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_29_30,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_30_31,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_31_32,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_overflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_sampled,67488127
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_sum,1429
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.can_issue_entries_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_0_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_0_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_1_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_1_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_2_0,698
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_2_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_3_0,12
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_3_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_4_0,699
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_5_0,21
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_6_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_6_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_7_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_7_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_8_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_8_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_9_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.critical_wakeup_9_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.not_selected_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.replayed_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.scheduled_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_0_1,67465439
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_1_2,22688
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_2_3,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_3_4,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_4_5,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_5_6,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_6_7,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_7_8,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_8_9,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_9_10,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_10_11,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_11_12,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_12_13,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_13_14,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_14_15,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_15_16,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_16_17,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_17_18,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_18_19,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_19_20,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_20_21,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_21_22,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_22_23,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_23_24,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_24_25,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_25_26,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_26_27,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_27_28,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_28_29,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_29_30,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_30_31,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_31_32,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_overflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_sampled,67488127
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_sum,22688
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.valid_entries_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wait_for_src_0,21259
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wait_for_src_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_0_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_0_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_1_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_1_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_2_0,698
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_2_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_3_0,12
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_3_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_4_0,699
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_5_0,21
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_6_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_6_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_7_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_7_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_8_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_8_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_9_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_1.mulRS_0.statusArray.wakeup_9_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.allocate_fire_0,746857
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.allocate_num,728315
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.allocate_valid_0,746857
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.deq_dispatch_bypass_0,689838
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.deq_fire_0,696719
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.deq_oldest,31655
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.deq_oldest_override_select_0,31655
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.deq_select_0,1792
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.deq_valid_0,696770
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.full,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_0,660781
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_1,28759
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_2,5607
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_3,1347
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_4,146
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_5,40
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_6,36
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_7,3
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_8,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_9,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_10,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_11,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_12,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_13,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_14,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_15,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_0_1,67488127
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_overflow,696770
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_sampled,67488127
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_sum,696770
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_0_0,23704
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_0_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_1_0,6172
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_1_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_2_0,681
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_2_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_3_0,59
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_3_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_4_0,5
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_5_0,3
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_6_0,4
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_6_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_7_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_7_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_8_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_8_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_9_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_9_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_10_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_10_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_11_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_11_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_12_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_12_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_13_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_13_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_14_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_14_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_15_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_15_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.oldestSelection.oldest_override_0,31655
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.oldestSelection.oldest_same_as_selected_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.redirect_num,354864
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_0,686263
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_1,29676
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_2,5769
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_3,1352
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_4,146
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_5,40
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_6,36
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_7,3
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_8,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_9,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_10,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_11,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_12,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_13,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_14,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_15,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.srcState_ready_0,67399011
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.blocked_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_0_1,67454680
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_1_2,33410
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_2_3,37
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_3_4,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_4_5,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_5_6,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_6_7,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_7_8,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_8_9,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_9_10,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_10_11,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_11_12,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_12_13,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_13_14,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_14_15,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_15_16,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_overflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_sampled,67488127
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_sum,33484
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_0_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_0_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_1_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_1_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_2_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_2_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_3_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_3_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_4_0,7296
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_5_0,23326
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_6_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_6_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_7_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_7_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.not_selected_entries,37
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.replayed_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.scheduled_entries,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_0_1,67310315
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_1_2,131980
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_2_3,29706
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_3_4,13478
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_4_5,1663
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_5_6,518
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_6_7,438
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_7_8,29
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_8_9,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_9_10,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_10_11,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_11_12,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_12_13,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_13_14,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_14_15,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_15_16,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_mean,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_overflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_sampled,67488127
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_sum,243899
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_underflow,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wait_for_src_0,210415
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wait_for_src_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_0_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_0_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_1_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_1_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_2_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_2_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_3_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_3_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_4_0,7296
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_4_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_5_0,23326
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_5_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_6_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_6_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_7_0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_7_1,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_fire_0,8833353
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_fire_1,8032140
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_num,16546750
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_valid_0,20482983
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_valid_1,44688132
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_dispatch_bypass_0,1129500
